"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"11",1,1,0,1,10,3,2,12,0,0.54,0,2,21,1,25,4,2,4,69,2,7,1,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,2,15,20,20,15,15,15,35,20,15,20,5,5,6,8,8,8,1,7,8,7,8,5,6,7,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,10,10,-3.06,2.94,3.94,-4.06,-4.06,-0.06,-4.06,-0.06,0.94,3.94,-4.06,4.94,4.94,3.94,2.94,-4.06,7,48,56,57,54,53,52,52,46,4,71,66,71,67,69,61,69,42,0.7,0.4,0.67,0.33,0.33,0.67,4.8,7.1,4.56,7.11,2.44,-0.11,5.6,6.6,5.33,6.44,2.67,1.56,5.7,7.1,5.56,7.11,1.44,-0.11,5.4,6.7,5.11,6.56,2.89,1.44,5.3,6.9,5.33,7.11,-0.33,-2.11,5.2,6.1,5.11,6.11,0.89,-0.11,5.2,6.9,5,6.89,2,0.11,4.6,4.2,4.56,4.11,0.44,0.89
"12",2,2,0,1,10,9,2,12,0,0.18,1,2,24,1,25,2,2,5,65,1,5,1,6,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,65,0,10,25,0,0,7,5,10,8,0,8,5,6,6,9,6,7,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,10,10,-3.65,1.35,4.35,2.35,0.35,-2.65,-0.65,2.35,4.35,-4.65,3.35,2.35,1.35,2.35,-2.65,-4.65,4,64,70,77,61,65,57,66,59,4,71,66,71,67,69,61,69,42,0.4,0.4,0.44,0.44,-0.44,-0.44,6.4,7.1,6.22,7,1.78,1,7,6.6,7.22,6.78,-2.22,-1.78,7.7,7.1,7.89,7.22,-1.89,-1.22,6.1,6.7,6.11,6.78,-0.11,-0.78,6.5,6.9,6.22,6.67,2.78,2.33,5.7,6.1,5.67,6.11,0.33,-0.11,6.6,6.9,6.56,6.89,0.44,0.11,5.9,4.2,6.22,4.33,-3.22,-1.33
"13",3,3,0,1,10,5,2,12,0,-0.14,1,2,25,2,25,2,8,4,42,6,3,1,6,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,35,10,35,10,10,0,50,0,20,30,0,0,8,9,8,9,0,9,7,9,8,9,7,8,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,10,10,1.76,0.76,1.76,-1.24,-1.24,1.76,-2.24,-1.24,0.76,1.76,0.76,0.76,0.76,-1.24,1.76,0.76,0,64,66,74,60,69,62,65,56,4,71,66,71,67,69,61,69,42,0,0.4,0,0.44,0,-0.44,6.4,7.1,6.11,6.89,2.89,2.11,6.6,6.6,6.56,6.56,0.44,0.44,7.4,7.1,7.22,6.89,1.78,2.11,6,6.7,5.78,6.56,2.22,1.44,6.9,6.9,6.67,6.67,2.33,2.33,6.2,6.1,6.11,6,0.89,1,6.5,6.9,6.33,6.78,1.67,1.22,5.6,4.2,5.44,3.89,1.56,3.11
"14",4,4,0,1,10,2,2,12,0,-0.18,1,1,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,8,7,8,10,7,8,8,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12,3,64,89,86,78,78,71,66,52,4,71,66,71,67,69,61,69,42,0.3,0.4,0.33,0.44,-0.33,-0.44,6.4,7.1,6.22,7,1.78,1,8.9,6.6,9.11,6.56,-2.11,0.44,8.6,7.1,8.67,7,-0.67,1,7.8,6.7,7.56,6.33,2.44,3.67,7.8,6.9,7.89,6.89,-0.89,0.11,7.1,6.1,7,5.89,1,2.11,6.6,6.9,6.44,6.78,1.56,1.22,5.2,4.2,5.67,4.56,-4.67,-3.56
"15",5,5,0,1,10,10,2,12,0,0,1,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,8,6,6,5,5,5,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82,6,63,60,70,60,56,62,72,37,4,71,66,71,67,69,61,69,42,0.6,0.4,0.67,0.44,-0.67,-0.44,6.3,7.1,6.11,7,1.89,1,6,6.6,6,6.67,0,-0.67,7,7.1,7.11,7.22,-1.11,-1.22,6,6.7,6.11,6.89,-1.11,-1.89,5.6,6.9,5.67,7.11,-0.67,-2.11,6.2,6.1,6.33,6.22,-1.33,-1.22,7.2,6.9,7.33,7,-1.33,-1,3.7,4.2,3.67,4.22,0.33,-0.22
"16",6,6,0,1,10,4,2,12,0,0.37,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,6,9,9,6,8,2,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29,6,59,73,80,60,52,44,65,49,4,71,66,71,67,69,61,69,42,0.6,0.4,0.56,0.33,0.44,0.67,5.9,7.1,5.89,7.22,0.11,-1.22,7.3,6.6,7.11,6.33,1.89,2.67,8,7.1,7.89,6.89,1.11,2.11,6,6.7,6,6.78,0,-0.78,5.2,6.9,4.89,6.78,3.11,1.22,4.4,6.1,4.67,6.56,-2.67,-4.56,6.5,6.9,6.44,6.89,0.56,0.11,4.9,4.2,4.78,4,1.22,2
"17",7,7,0,1,10,1,2,12,0,0.21,0,1,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,6,6,8,4,9,4,7,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59,4,54,69,77,58,76,55,65,57,4,71,66,71,67,69,61,69,42,0.4,0.4,0.44,0.44,-0.44,-0.44,5.4,7.1,5.33,7.22,0.67,-1.22,6.9,6.6,7,6.67,-1,-0.67,7.7,7.1,7.67,7,0.33,1,5.8,6.7,6,7,-2,-3,7.6,6.9,7.44,6.67,1.56,2.33,5.5,6.1,5.67,6.33,-1.67,-2.33,6.5,6.9,6.44,6.89,0.56,0.11,5.7,4.2,6,4.33,-3,-1.33
"18",8,8,0,1,10,6,2,12,1,-0.11,1,2,25,13,25,2,1,1,42,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6,10,9.09,18.18,27.27,18.18,18.18,9.09,30,10,20,30,5,5,7,4,8,8,1,8,7,7,9,6,7,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,10,10,-4.35,-5.35,3.65,2.65,2.65,-3.35,-4.35,3.65,1.65,3.65,2.65,2.65,-0.35,-0.35,1.65,-0.35,10,64,72,71,60,67,68,60,60,4,71,66,71,67,69,61,69,42,1,0.4,1,0.33,0,0.67,6.4,7.1,6.22,7,1.78,1,7.2,6.6,7.22,6.56,-0.22,0.44,7.1,7.1,7.11,7.11,-0.11,-0.11,6,6.7,5.67,6.44,3.33,2.56,6.7,6.9,6.78,7,-0.78,-1,6.8,6.1,6.78,6,0.22,1,6,6.9,5.78,6.78,2.22,1.22,6,4.2,5.89,3.89,1.11,3.11
"19",9,9,0,1,10,7,2,12,1,0.03,0,2,26,13,25,6,1,1,42,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,30,20,10,20,10,10,7,6,10,7,1,10,10,10,10,10,10,10,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,10,10,-3.12,-5.12,1.88,-0.12,0.88,-4.12,-4.12,3.88,1.88,1.88,3.88,3.88,2.88,2.88,1.88,-3.12,10,73,86,83,74,68,64,70,51,4,71,66,71,67,69,61,69,42,1,0.4,1,0.33,0,0.67,7.3,7.1,7,6.78,3,3.22,8.6,6.6,8.44,6.22,1.56,3.78,8.3,7.1,8.11,6.78,1.89,3.22,7.4,6.7,7.11,6.33,2.89,3.67,6.8,6.9,6.44,6.56,3.56,3.44,6.4,6.1,6,5.67,4,4.33,7,6.9,6.67,6.56,3.33,3.44,5.1,4.2,5.11,4.11,-0.11,0.89
"20",10,10,0,1,10,8,2,12,0,0.65,1,2,26,13,25,2,4,4,48,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,10,10,2.71,2.71,0.71,-0.29,-0.29,0.71,-5.29,0.71,1.71,-1.29,-0.29,0.71,0.71,1.71,0.71,0.71,4,61,82,75,67,67,65,66,38,4,71,66,71,67,69,61,69,42,0.4,0.4,0.44,0.44,-0.44,-0.44,6.1,7.1,6.67,7.78,-5.67,-6.78,8.2,6.6,9,7.22,-8,-6.22,7.5,7.1,8.22,7.78,-7.22,-6.78,6.7,6.7,7.33,7.33,-6.33,-6.33,6.7,6.9,7.33,7.56,-6.33,-6.56,6.5,6.1,6.56,6.11,-0.56,-0.11,6.6,6.9,7.22,7.56,-6.22,-6.56,3.8,4.2,4.11,4.56,-3.11,-3.56
"21",2,2,0,1,10,6,3,13,0,0.1,0,2,24,1,25,2,2,5,65,1,5,1,6,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,65,0,10,25,0,0,7,5,10,8,0,5,8,9,6,3,4,6,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,10,10,-3.65,1.35,4.35,2.35,0.35,-2.65,-0.65,2.35,4.35,-4.65,3.35,2.35,1.35,2.35,-2.65,-4.65,4,64,70,77,61,65,57,66,59,3,43,71,79,62,54,52,57,46,0.4,0.3,0.44,0.33,-0.44,-0.33,6.4,4.3,6.56,4.22,-1.56,0.78,7,7.1,6.89,7,1.11,1,7.7,7.9,7.56,7.78,1.44,1.22,6.1,6.2,6.11,6.22,-0.11,-0.22,6.5,5.4,6.89,5.67,-3.89,-2.67,5.7,5.2,5.89,5.33,-1.89,-1.33,6.6,5.7,6.67,5.67,-0.67,0.33,5.9,4.6,5.78,4.33,1.22,2.67
"22",3,3,0,1,10,2,3,13,0,0.09,0,2,25,2,25,2,8,4,42,6,3,1,6,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,35,10,35,10,10,0,50,0,20,30,0,0,8,9,8,9,0,7,9,9,7,9,7,8,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,10,10,1.76,0.76,1.76,-1.24,-1.24,1.76,-2.24,-1.24,0.76,1.76,0.76,0.76,0.76,-1.24,1.76,0.76,0,64,66,74,60,69,62,65,56,3,43,71,79,62,54,52,57,46,0,0.3,0,0.33,0,-0.33,6.4,4.3,6.33,4,0.67,3,6.6,7.1,6.33,6.89,2.67,2.11,7.4,7.9,7.22,7.78,1.78,1.22,6,6.2,5.89,6.11,1.11,0.89,6.9,5.4,6.67,5,2.33,4,6.2,5.2,6.11,5,0.89,2,6.5,5.7,6.33,5.44,1.67,2.56,5.6,4.6,5.44,4.33,1.56,2.67
"23",4,4,0,1,10,9,3,13,0,0.05,0,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,4,7,8,8,6,7,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12,3,64,89,86,78,78,71,66,52,3,43,71,79,62,54,52,57,46,0.3,0.3,0.33,0.33,-0.33,-0.33,6.4,4.3,6.67,4.33,-2.67,-0.33,8.9,7.1,9.11,7.11,-2.11,-0.11,8.6,7.9,8.67,7.89,-0.67,0.11,7.8,6.2,7.78,6,0.22,2,7.8,5.4,8,5.33,-2,0.67,7.1,5.2,7.11,5,-0.11,2,6.6,5.7,6.89,5.89,-2.89,-1.89,5.2,4.6,5.67,5,-4.67,-4
"24",5,5,0,1,10,7,3,13,0,-0.17,0,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,4,6,8,8,6,5,6,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82,6,63,60,70,60,56,62,72,37,3,43,71,79,62,54,52,57,46,0.6,0.3,0.67,0.33,-0.67,-0.33,6.3,4.3,6.56,4.33,-2.56,-0.33,6,7.1,6,7.22,0,-1.22,7,7.9,6.89,7.89,1.11,0.11,6,6.2,5.78,6,2.22,2,5.6,5.4,5.56,5.33,0.44,0.67,6.2,5.2,6.33,5.22,-1.33,-0.22,7.2,5.7,7.33,5.67,-1.33,0.33,3.7,4.6,3.56,4.56,1.44,0.44
"25",6,6,0,1,10,1,3,13,0,-0.51,1,1,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,0,4,7,9,4,3,2,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29,6,59,73,80,60,52,44,65,49,3,43,71,79,62,54,52,57,46,0.6,0.3,0.67,0.33,-0.67,-0.33,5.9,4.3,6.11,4.33,-2.11,-0.33,7.3,7.1,7.33,7.11,-0.33,-0.11,8,7.9,7.89,7.78,1.11,1.22,6,6.2,6.22,6.44,-2.22,-2.44,5.2,5.4,5.44,5.67,-2.44,-2.67,4.4,5.2,4.67,5.56,-2.67,-3.56,6.5,5.7,6.56,5.67,-0.56,0.33,4.9,4.6,5.22,4.89,-3.22,-2.89
"26",7,7,0,1,10,8,3,13,0,0.52,1,2,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,3,6,8,7,8,8,7,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59,4,54,69,77,58,76,55,65,57,3,43,71,79,62,54,52,57,46,0.4,0.3,0.44,0.33,-0.44,-0.33,5.4,4.3,5.67,4.44,-2.67,-1.44,6.9,7.1,7,7.22,-1,-1.22,7.7,7.9,7.67,7.89,0.33,0.11,5.8,6.2,5.67,6.11,1.33,0.89,7.6,5.4,7.56,5.11,0.44,2.89,5.5,5.2,5.22,4.89,2.78,3.11,6.5,5.7,6.44,5.56,0.56,1.44,5.7,4.6,5.44,4.22,2.56,3.78
"27",8,8,0,1,10,3,3,13,1,0.42,0,2,25,13,25,2,1,1,42,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6,10,9.09,18.18,27.27,18.18,18.18,9.09,30,10,20,30,5,5,7,4,8,8,1,5,8,8,6,7,7,5,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,10,10,-4.35,-5.35,3.65,2.65,2.65,-3.35,-4.35,3.65,1.65,3.65,2.65,2.65,-0.35,-0.35,1.65,-0.35,10,64,72,71,60,67,68,60,60,3,43,71,79,62,54,52,57,46,1,0.3,1,0.22,0,0.78,6.4,4.3,6.56,4.22,-1.56,0.78,7.2,7.1,7.11,7,0.89,1,7.1,7.9,7,7.89,1,0.11,6,6.2,6,6.22,0,-0.22,6.7,5.4,6.67,5.22,0.33,1.78,6.8,5.2,6.78,5,0.22,2,6,5.7,6.11,5.78,-1.11,-0.78,6,4.6,6.11,4.56,-1.11,0.44
"28",9,9,0,1,10,4,3,13,1,0.68,0,2,26,13,25,6,1,1,42,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,30,20,10,20,10,10,7,6,10,7,1,5,10,10,6,6,6,8,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,10,10,-3.12,-5.12,1.88,-0.12,0.88,-4.12,-4.12,3.88,1.88,1.88,3.88,3.88,2.88,2.88,1.88,-3.12,10,73,86,83,74,68,64,70,51,3,43,71,79,62,54,52,57,46,1,0.3,1,0.22,0,0.78,7.3,4.3,7.56,4.22,-2.56,0.78,8.6,7.1,8.44,6.78,1.56,3.22,8.3,7.9,8.11,7.67,1.89,2.33,7.4,6.2,7.56,6.22,-1.56,-0.22,6.8,5.4,6.89,5.33,-0.89,0.67,6.4,5.2,6.44,5.11,-0.44,0.89,7,5.7,6.89,5.44,1.11,2.56,5.1,4.6,5.11,4.56,-0.11,0.44
"29",10,10,0,1,10,5,3,13,1,-0.15,0,2,26,13,25,2,4,4,48,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,45,10,15,20,5,5,6,8,10,6,1,6,10,10,10,6,6,7,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,10,10,2.71,2.71,0.71,-0.29,-0.29,0.71,-5.29,0.71,1.71,-1.29,-0.29,0.71,0.71,1.71,0.71,0.71,4,61,82,75,67,67,65,66,38,3,43,71,79,62,54,52,57,46,0.4,0.3,0.33,0.22,0.67,0.78,6.1,4.3,6.11,4.11,-0.11,1.89,8.2,7.1,8,6.78,2,3.22,7.5,7.9,7.22,7.67,2.78,2.33,6.7,6.2,6.33,5.78,3.67,4.22,6.7,5.4,6.78,5.33,-0.78,0.67,6.5,5.2,6.56,5.11,-0.56,0.89,6.6,5.7,6.56,5.56,0.44,1.44,3.8,4.6,3.56,4.44,2.44,1.56
"30",1,1,0,1,10,5,4,14,1,0.61,0,2,21,1,25,4,2,4,69,2,7,1,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,2,15,20,20,15,15,15,35,20,15,20,5,5,6,8,8,8,1,7,6,8,7,6,8,7,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,10,10,-3.06,2.94,3.94,-4.06,-4.06,-0.06,-4.06,-0.06,0.94,3.94,-4.06,4.94,4.94,3.94,2.94,-4.06,7,48,56,57,54,53,52,52,46,8,82,76,74,76,66,73,77,55,0.7,0.8,0.67,0.78,0.33,0.22,4.8,8.2,4.56,8.33,2.44,-1.33,5.6,7.6,5.56,7.78,0.44,-1.78,5.7,7.4,5.44,7.33,2.56,0.67,5.4,7.6,5.22,7.67,1.78,-0.67,5.3,6.6,5.22,6.67,0.78,-0.67,5.2,7.3,4.89,7.22,3.11,0.78,5.2,7.7,5,7.78,2,-0.78,4.6,5.5,4.44,5.44,1.56,0.56
"31",2,2,0,1,10,1,4,14,1,-0.21,1,2,24,1,25,2,2,5,65,1,5,1,6,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,65,0,10,25,0,0,7,5,10,8,1,7,9,7,6,5,7,7,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,10,10,-3.65,1.35,4.35,2.35,0.35,-2.65,-0.65,2.35,4.35,-4.65,3.35,2.35,1.35,2.35,-2.65,-4.65,4,64,70,77,61,65,57,66,59,8,82,76,74,76,66,73,77,55,0.4,0.8,0.33,0.78,0.67,0.22,6.4,8.2,6.33,8.33,0.67,-1.33,7,7.6,6.78,7.44,2.22,1.56,7.7,7.4,7.78,7.44,-0.78,-0.44,6.1,7.6,6.11,7.78,-0.11,-1.78,6.5,6.6,6.67,6.78,-1.67,-1.78,5.7,7.3,5.56,7.33,1.44,-0.33,6.6,7.7,6.56,7.78,0.44,-0.78,5.9,5.5,5.67,5.22,2.33,2.78
