"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 2","goal 1","goal 6","goal 3","goal 4","goal 5","date 7","date 5","date 3","date 4","date 6","date 1","date 2","race 4","race 2","race 6","race 3","race 1","go_out 1","go_out 4","go_out 2","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 1","field_cd 2","field_cd 13","field_cd 8","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 12","field_cd 4","field_cd 7","field_cd 6","field_cd 10","field_cd 14","field_cd 16","field_cd 15","field_cd 17","field_cd 18","career_c 6","career_c 1","career_c 9","career_c 2","career_c 7","career_c 10","career_c 5","career_c 3","career_c 4","career_c 14","career_c 11","career_c 8","career_c 15","career_c 12","career_c 17","career_c 13","career_c 16","activityAvg","raterCount","rateeCount","matchOwnSum","matchPartnerSum","decOwnSum","decPartnerSum","attrOwnSum","attrPartnerSum","sincOwnSum","sincPartnerSum","intelOwnSum","intelPartnerSum","funOwnSum","funPartnerSum","ambOwnSum","ambPartnerSum","sharOwnSum","sharPartnerSum","likeOwnSum","likePartnerSum","probOwnSum","probPartnerSum","metOwnSum","metPartnerSum","metOwnMean","metPartnerMean","metOwnMeanExc","metPartnerMeanExc","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj"
"7261",491,11,1,19,15,5,10,475,0,0.3,1,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,0,5,6,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7262",491,11,1,19,15,4,11,476,0,0.6,0,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,0,5,6,6,7,6,6,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.07,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7263",491,11,1,19,15,9,12,477,0,0.59,1,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,0,5,5,5,5,5,6,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7264",491,11,1,19,15,7,14,478,1,0.3,0,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,1,7,7,8,7,7,6,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7265",491,11,1,19,15,12,15,479,0,0.45,0,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,0,6,6,7,6,6,5,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.07,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7266",491,11,1,19,15,1,16,480,0,0.54,0,2,29,8,11,3,3,3,42,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,4,30,10,25,20,8,7,50,10,10,20,5,5,7,7,7,7,0,6,6,6,6,6,6,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,2,2,1,2,0,2,1,-5,0,1,1,2,2,-1
"7267",492,12,1,19,15,1,1,466,0,0.16,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,0,10,10,10,10,10,1,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7268",492,12,1,19,15,8,2,467,1,0.12,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,8,10,8,10,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7269",492,12,1,19,15,4,3,468,1,0.16,1,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,10,10,10,10,2,10,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7270",492,12,1,19,15,3,4,469,1,0.27,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,10,10,10,10,10,10,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7271",492,12,1,19,15,11,5,470,0,0.11,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,10,10,10,8,10,10,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7272",492,12,1,19,15,10,6,471,0,0.17,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,2,10,7,7,7,10,10,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7273",492,12,1,19,15,14,7,472,1,0.12,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,8,10,10,2,8,1,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7274",492,12,1,19,15,7,8,473,0,-0.16,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,0,8,10,10,2,8,10,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7275",492,12,1,19,15,6,9,474,1,0.32,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,10,10,10,10,10,10,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7276",492,12,1,19,15,13,10,475,1,0.09,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,8,10,8,2,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7277",492,12,1,19,15,12,11,476,0,0.27,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,0,7,10,10,10,10,6,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.07,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7278",492,12,1,19,15,2,12,477,0,0.32,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,0,5,10,10,5,5,4,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7279",492,12,1,19,15,15,14,478,0,0.35,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,8,7,10,10,10,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7281",492,12,1,19,15,9,16,480,1,0.54,0,2,30,10,26,6,1,1,22,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,4,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,1,10,10,10,8,8,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,-5.06,-3.06,2.94,-0.06,-2.06,-2.06,-5.06,-2.06,2.94,2.94
"7282",493,13,1,19,15,9,1,466,0,-0.01,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,8,7,9,6,10,10,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7283",493,13,1,19,15,1,2,467,0,-0.01,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,9,8,9,8,7,5,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7285",493,13,1,19,15,11,4,469,1,0.67,1,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,1,9,10,9,9,8,10,9,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7286",493,13,1,19,15,4,5,470,0,0.01,1,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,6,7,9,6,9,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7287",493,13,1,19,15,3,6,471,0,0.2,1,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,10,10,7,9,6,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7288",493,13,1,19,15,7,7,472,0,-0.04,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,10,10,8,10,8,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7290",493,13,1,19,15,14,9,474,0,-0.21,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,6,7,10,9,6,5,9,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7291",493,13,1,19,15,6,10,475,0,0.11,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,9,10,10,10,9,9,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7292",493,13,1,19,15,5,11,476,0,-0.05,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,10,10,9,10,8,8,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.07,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7293",493,13,1,19,15,10,12,477,0,0,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,6,10,10,8,7,10,7,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7294",493,13,1,19,15,8,14,478,0,-0.05,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,1,8,10,10,9,10,9,9,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7295",493,13,1,19,15,13,15,479,0,0.16,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,9,10,9,8,7,8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,0,0.07,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
"7296",493,13,1,19,15,2,16,480,0,-0.14,0,2,20,13,25,4,1,1,42,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,4,30,10,10,30,10,10,25,25,10,20,10,10,7,7,8,8,0,7,8,9,9,7,8,8,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.29,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0.71,0.71,-2.29,-2.29,-3.29,-3.29,-0.29,0.71,3.71,1.71,1.71,0.71,0.71,3.71,-0.29
