"","X.1","X","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingOfMbyW","sincRatingOfMbyW","intelRatingOfMbyW","funRatingOfMbyW","ambRatingOfMbyW","sharRatingOfMbyW","likeRatingOfMbyW","probRatingOfMbyW","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingOfMbyW","sincAvgRatingOfMbyW","intelAvgRatingOfMbyW","funAvgRatingOfMbyW","ambAvgRatingOfMbyW","sharAvgRatingOfMbyW","likeAvgRatingOfMbyW","probAvgRatingOfMbyW","decAvgOfMbyW","raterDecAvgW","attrRatingGuessOfMbyW","sincRatingGuessOfMbyW","intelRatingGuessOfMbyW","funRatingGuessOfMbyW","ambRatingGuessOfMbyW","sharRatingGuessOfMbyW","likeRatingGuessOfMbyW","probRatingGuessOfMbyW","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingOfWbyM","sincRatingOfWbyM","intelRatingOfWbyM","funRatingOfWbyM","ambRatingOfWbyM","sharRatingOfWbyM","likeRatingOfWbyM","probRatingOfWbyM","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingOfWbyM","sincAvgRatingOfWbyM","intelAvgRatingOfWbyM","funAvgRatingOfWbyM","ambAvgRatingOfWbyM","sharAvgRatingOfWbyM","likeAvgRatingOfWbyM","probAvgRatingOfWbyM","decAvgOfWbyM","raterDecAvgM","attrRatingGuessOfWbyM","sincRatingGuessOfWbyM","intelRatingGuessOfWbyM","funRatingGuessOfWbyM","ambRatingGuessOfWbyM","sharRatingGuessOfWbyM","likeRatingGuessOfWbyM","probRatingGuessOfWbyM","raceAsianMraceAsianW","raceAsianMraceWhiteW","raceAsianMraceLatinoW","raceAsianMraceBlackW","raceWhiteMraceAsianW","raceWhiteMraceWhiteW","raceWhiteMraceLatinoW","raceWhiteMraceBlackW","raceLatinoMraceAsianW","raceLatinoMraceWhiteW","raceBlackMraceAsianW","raceBlackMraceWhiteW","raceAsianMraceAsianWimpRaceM","raceAsianMraceWhiteWimpRaceM","raceAsianMraceLatinoWimpRaceM","raceAsianMraceBlackWimpRaceM","raceWhiteMraceAsianWimpRaceM","raceWhiteMraceWhiteWimpRaceM","raceWhiteMraceLatinoWimpRaceM","raceWhiteMraceBlackWimpRaceM","raceLatinoMraceAsianWimpRaceM","raceLatinoMraceWhiteWimpRaceM","raceBlackMraceAsianWimpRaceM","raceBlackMraceWhiteWimpRaceM","raceAsianMraceAsianWimpRaceW","raceAsianMraceWhiteWimpRaceW","raceAsianMraceLatinoWimpRaceW","raceAsianMraceBlackWimpRaceW","raceWhiteMraceAsianWimpRaceW","raceWhiteMraceWhiteWimpRaceW","raceWhiteMraceLatinoWimpRaceW","raceWhiteMraceBlackWimpRaceW","raceLatinoMraceAsianWimpRaceW","raceLatinoMraceWhiteWimpRaceW","raceBlackMraceAsianWimpRaceW","raceBlackMraceWhiteWimpRaceW","careerMedicineWcareerMedicineW","careerCreativeMcareerInternationalW","careerCreativeMcareerAcademicW","careerCreativeMcareerFinanceW","careerLawMcareerCreativeW","careerLawMcareerLawW","careerLawMcareerInternationalW","careerLawMcareerAcademicW","careerLawMcareerFinanceW","careerAcademicMcareerCreativeW","careerAcademicMcareerLawW","careerAcademicMcareerInternationalW","careerAcademicMcareerAcademicW","careerAcademicMcareerFinanceW","careerAcademicMcareerUndecidedW","careerAcademicMcareerMedicineW","careerAcademicMcareerSocialWorkW","careerFinanceMcareerCreativeW","careerFinanceMcareerLawW","careerFinanceMcareerInternationalW","careerFinanceMcareerAcademicW","careerFinanceMcareerFinanceW","careerFinanceMcareerUndecidedW","careerFinanceMcareerPsychologyW","careerFinanceMcareerMedicineW","careerFinanceMcareerSocialWorkW","careerUndecidedMcareerAcademicW","careerMedicineMcareerAcademicW","fieldMathWfieldMathW","fieldMedicineWfieldMedicineW","fieldLawMFieldLawW","fieldLawMFieldAcademiaW","fieldLawMFieldSocialSciW","fieldLawMFieldSocialWorkW","fieldPoliSciMFieldPoliSciW","fieldPoliSciMFieldBusinessW","fieldPoliSciMFieldAcademiaW","fieldPoliSciMFieldScienceW","fieldBusinessMFieldLawW","fieldBusinessMFieldPoliSciW","fieldBusinessMFieldBusinessW","fieldBusinessMFieldEnginW","fieldBusinessMFieldAcademiaW","fieldBusinessMFieldSocialSciW","fieldBusinessMFieldSocialWorkW","fieldBusinessMFieldEnglishW","fieldBusinessMFieldScienceW","fieldBusinessMFieldLanguagesW","fieldEnginMFieldEnginW","fieldEnginMFieldAcademiaW","fieldEnginMFieldSocialSciW","fieldEnginMFieldSocialWorkW","fieldEnginMFieldEnglishW","fieldEnginMFieldScienceW","fieldEnginMFieldLanguagesW","fieldScienceMFieldPoliSciW","fieldScienceMFieldBusinessW","fieldScienceMFieldHistReligPhilW","fieldScienceMFieldScienceW"
"11",11,11,10,10,1,1,11,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,6,10,10,6,6,6,6,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,8.66666666666667,8,5.33333333333333,6.44444444444444,5.22222222222222,6.22222222222222,5.44444444444444,0.444444444444444,0.444444444444444,5.43433029298229,9.07201379985442,7.52480656002773,4.06382450260349,6.03426202794567,5.48047077727664,7.05403309096149,7.04208209219539,27,25,7,3,42,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,0,7,8,7,8,6,5,6,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22222222222222,6.88888888888889,6.33333333333333,6.22222222222222,6.22222222222222,5.88888888888889,6,6.33333333333333,0.444444444444444,0,5.99865740105896,7.0379463854397,6.19147007060462,6.48963804181244,5.93010868750529,4.63204576490225,5.56363829615563,4.38995446112904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",12,12,10,10,1,10,20,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,1,9,9,8,10,8,8,9,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,7.11111111111111,7.88888888888889,8,8.44444444444444,7.22222222222222,8.22222222222222,6.22222222222222,0.888888888888889,0.333333333333333,7.47639633388219,7.5794849327922,7.29790349534413,8.87234386936415,6.14949323951565,7.04247702629769,9.81368029097119,4.86240837336522,24,25,1,1,42,1,1,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,0,6,6,6,6,6,6,7,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,7.11111111111111,6.44444444444444,6.44444444444444,6.22222222222222,5.77777777777778,5.88888888888889,5.88888888888889,0.444444444444444,0.111111111111111,5.64704269197822,7.16502739052673,6.15386966479059,5.84660913986563,6.71785569217605,5.74130717269602,5.17011895672074,7.02823526878234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",13,13,10,10,1,2,12,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,7.22222222222222,7.77777777777778,7.33333333333333,7.55555555555556,6.11111111111111,7.55555555555556,4.55555555555556,0.444444444444444,0.444444444444444,8.24283266848454,8.2647875935607,7.85681992845868,7.67980677612305,6.62849204704953,6.23663193936239,6.47120897355471,5.81167713537931,22,25,1,1,29,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,20,60,0,0,40,0,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.66666666666667,7,7,6.77777777777778,6.33333333333333,6.55555555555556,6.55555555555556,0.444444444444444,0.333333333333333,6.72132293139935,7.65235234688882,8.84715666912645,6.31109782842885,5.64170809445943,5.11756407736241,7.06181145732059,4.77779531327496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",14,14,10,10,1,3,13,1,0,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,1,6,10,10,10,6,6,7,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,7.66666666666667,8.66666666666667,6.66666666666667,5.88888888888889,5.88888888888889,6.33333333333333,5,0.333333333333333,0.333333333333333,4.2665250133748,7.72623486693414,8.13969490240593,6.38405085006411,6.99721344451332,6.10129893741835,5.8901188249543,1.98656059202192,22,25,3,5,42,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88888888888889,6.66666666666667,6,6,5.77777777777778,5.33333333333333,5.55555555555556,5.55555555555556,0.333333333333333,1,4.9158324229976,7.83726460331361,10,8.17613270132862,7.73026141922751,8.10031480073057,7.07047580729178,8.84444565323237,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",15,15,10,10,1,4,14,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,10,10,10,10,10,6,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.33333333333333,7.11111111111111,7.33333333333333,6.22222222222222,7.44444444444444,7.44444444444444,6,0.888888888888889,0.444444444444444,7.832645287699,7.99496524585985,6.69021023775136,7.35704869859165,6.72061913295421,7.62042812753029,8.04723806948915,6.35237021062416,23,25,1,1,56,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,1,7,8,7,9,8,8,7,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22222222222222,6.88888888888889,6.33333333333333,6.11111111111111,6,5.55555555555556,5.88888888888889,5.88888888888889,0.333333333333333,1,6.35706358360269,7.45005918663762,6.40598607163234,6.83497583164638,7.04037414559946,7.01434342147223,6.37642817382075,7.17871073265595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",16,16,10,10,1,5,15,0,0,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,5,7,7,7,7,6,6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,7.66666666666667,7.77777777777778,7.22222222222222,6.44444444444444,6.66666666666667,6.33333333333333,5.22222222222222,0.333333333333333,0.444444444444444,5.83221305919066,9.10658763961371,7.39886259242843,6.7935974158685,6.73746223121755,6.81493866550918,6.37763571774824,5.07552529407006,24,25,3,1,36,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,1,6,9,9,7,8,6,6,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,6.77777777777778,6.11111111111111,6.33333333333333,6,5.77777777777778,6,6,0.333333333333333,0.888888888888889,6.92600089181437,7.69168793547155,6.65682944087134,6.53877920986525,6.33334275027926,5.88456160343755,6.81133434643235,5.19382182434681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",17,17,10,10,1,6,16,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,5,10,6,4,6,6,6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,8.22222222222222,7.77777777777778,4.44444444444444,6,4.66666666666667,5.55555555555556,4.22222222222222,0.333333333333333,0.444444444444444,5.50169471753472,8.87321144442446,7.82347732672715,3.18976446514727,7.47651814295182,4.75788430416724,4.88170713327949,3.29982106432308,25,25,9,2,42,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,10,50,0,30,10,0,10,0,6,8,7,7,7,7,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,6.88888888888889,6.33333333333333,6.33333333333333,6.11111111111111,5.66666666666667,6,6,0.444444444444444,0.888888888888889,6.08080272425323,6.46477563569978,6.10143937880214,5.98638099630589,5.74472597227449,5.85687991274859,5.55878446149259,6.19768885316811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",18,18,10,10,1,7,17,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,1,5,10,8,6,9,6,7,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88888888888889,7.33333333333333,8.55555555555556,6.11111111111111,6.44444444444444,6.66666666666667,6.88888888888889,5.33333333333333,0.777777777777778,0.333333333333333,7.96378079950862,7.92761709663266,8.34646171793455,7.26735931929078,6.82913703051473,6.94229629095206,7.24570370746926,5.53575587438365,30,25,1,1,38,3,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,2,35,15,25,10,5,10,0,7,7,4,3,4,4,3,6,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22222222222222,7,6.66666666666667,6.77777777777778,6.44444444444444,6,6.33333333333333,6,0.444444444444444,0.222222222222222,5.04995585038869,4.99575178978176,10,4.76598980610792,4.86711632748106,4.08152137265338,4.64445219135154,3.66713009559263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",19,19,10,10,1,8,18,0,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,0,5,6,6,4,5,6,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11111111111111,7.55555555555556,7.88888888888889,5.33333333333333,7.77777777777778,5.55555555555556,5.88888888888889,5.66666666666667,0.333333333333333,0.444444444444444,5.06422452145709,8.74452245506378,7.70721897314755,5.13123643657921,6.54152507098782,5.62595913030539,5.87317864722979,4.31206644423059,27,25,8,8,52,6,1,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,6,6,6,6,5,7,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,7.11111111111111,6.44444444444444,6.44444444444444,6.22222222222222,5.88888888888889,5.88888888888889,6,0.444444444444444,0.333333333333333,5.78560294783171,6.6054375559652,5.82524012200076,5.67612070888898,5.46225078595893,4.53900874451963,5.59519022838412,5.30065003498819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",20,20,10,10,1,9,19,1,1,26,25,4,4,48,6,1,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,1,9,9,9,9,9,9,9,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55555555555556,6.55555555555556,7.55555555555556,8.44444444444444,6.88888888888889,7.55555555555556,7.44444444444444,6.66666666666667,0.888888888888889,0.333333333333333,7.32513774239124,7.40500981327266,7.58541593371929,9.3373406076925,8.39570501858314,7.81078828120331,7.88229570203065,5.44912533309197,28,25,1,1,42,1,1,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,1,7,7,7,7,6,6,7,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.22222222222222,7,6.33333333333333,6.33333333333333,6.22222222222222,5.77777777777778,5.88888888888889,5.77777777777778,0.333333333333333,1,6.29174984545804,6.74352645377471,6.70937128720255,7.33449601526366,6.45968679001404,6.86448310955565,6.20644479046066,7.12422509703487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",377,377,194,1,9,1,214,0,1,24,25,9,9,65,3,2,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,4,16,16,20,16,18,14,1,7,8,10,8,10,7,7,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.63157894736842,7.42105263157895,7.57894736842105,6.57894736842105,7.26315789473684,5.15789473684211,6.21052631578947,5.52631578947368,0.105263157894737,0.526315789473684,6.49699584856657,8.95430244083063,8.56853402783567,7.08688135223289,8.3965023839672,5.71371640433495,6.5556453665916,5.23887240362862,23,25,6,8,46,6,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,4,17.02,21.28,17.02,21.28,14.89,8.51,0,7,8,6,7,8,3,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42105263157895,5.73684210526316,6,4.84210526315789,5.26315789473684,4.36842105263158,4.47368421052632,4.05263157894737,0.157894736842105,0.789473684210526,5.88477820645256,6.16338925013202,6.74569737607219,5.37598519807101,6.50558127033698,4.315225983661,6.14970948492354,3.86080725693996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
